# Index   ID                               RA                  Dec                  
  140     frame-r-003818-6-0277.fits.bz2   207.657410246396    43.7641074514502     
  141     frame-r-003838-1-0026.fits.bz2   197.128276401962    50.6422387366402     
  142     frame-r-003838-1-0017.fits.bz2   195.232756306818    50.8673595645169     
  143     frame-r-003894-4-0199.fits.bz2   233.67876811908     8.33412078223029     
  144     frame-r-003900-3-0739.fits.bz2   246.209989913046    21.6138807783813     
  145     frame-r-003900-3-0737.fits.bz2   245.998420906643    21.7950286185939     
  146     frame-r-003909-4-0217.fits.bz2   228.097452950669    7.49687040841754     
  147     frame-r-003918-5-0404.fits.bz2   256.007696685465    24.1719691766959     
  148     frame-r-003918-2-0200.fits.bz2   226.962258226645    43.5227028574213     
  149     frame-r-003919-4-0235.fits.bz2   239.752716234084    27.9853893106988     
  150     frame-r-003926-4-0188.fits.bz2   252.306531709965    23.0777548339003     
  151     frame-r-003926-1-0114.fits.bz2   241.941227937776    29.3367765188471     
  152     frame-r-003927-4-0019.fits.bz2   230.522469921599    33.1485959691459     
  153     frame-r-003927-4-0058.fits.bz2   236.389723031193    30.1474228576586     
  154     frame-r-003958-3-0100.fits.bz2   243.907386713859    31.3213208080307     
  155     frame-r-003964-4-0109.fits.bz2   228.984613442069    43.1667851663394     
  156     frame-r-003964-5-0124.fits.bz2   232.080201786571    42.354797816218      
  157     frame-r-003972-3-0090.fits.bz2   237.277553309871    9.02275517223568     
  158     frame-r-003992-2-0163.fits.bz2   245.143365909644    25.4623633089405     
  159     frame-r-003997-2-0063.fits.bz2   243.833724983168    26.6245585608905     
  160     frame-r-003997-2-0054.fits.bz2   242.629686373128    27.4997225909373     
  161     frame-r-004002-5-0214.fits.bz2   241.003899018688    25.9554076296948     
  162     frame-r-004003-4-0042.fits.bz2   250.061031478672    23.0217592816259     
  163     frame-r-004010-5-0186.fits.bz2   241.249836834488    23.6583887115147     
  164     frame-r-004010-4-0172.fits.bz2   238.986482514143    24.3420278559526     
  165     frame-r-004136-2-0199.fits.bz2   57.1202139066421    -0.684401570767491   
  166     frame-r-004204-4-0090.fits.bz2   117.291496023005    46.4618931537308     
  167     frame-r-004207-4-0059.fits.bz2   313.293262200781    0.232445935827551    
  168     frame-r-004207-3-0218.fits.bz2   336.988891273528    -0.115842874739613   
  169     frame-r-004208-3-0161.fits.bz2   126.97385876545     55.1586107983987     
  170     frame-r-004208-3-0077.fits.bz2   116.097933792156    44.5277374008552     
  171     frame-r-004208-5-0033.fits.bz2   111.090766490412    39.0190150406711     
  172     frame-r-004263-2-0447.fits.bz2   49.5841689444486    -0.824656042588543   
  173     frame-r-004263-3-0425.fits.bz2   46.3469941379546    -0.242105864028208   
  174     frame-r-004263-4-0212.fits.bz2   14.3741791777994    0.102956917449805    
  175     frame-r-004264-4-0153.fits.bz2   124.064059195914    57.5305400683112     
  176     frame-r-004294-3-0014.fits.bz2   111.938059288815    42.1806886716807     
  177     frame-r-004335-3-0187.fits.bz2   138.254030945151    29.538319726235      
  178     frame-r-004335-2-0189.fits.bz2   138.796557015872    29.2523000445091     
  179     frame-r-004469-3-0127.fits.bz2   129.505658957253    25.3275076243462     
  180     frame-r-004469-4-0288.fits.bz2   154.636162292226    36.2621500467305     
  181     frame-r-004469-2-0172.fits.bz2   136.249898280163    28.3477281618553     
  182     frame-r-004469-4-0125.fits.bz2   128.951382831697    25.5753128626604     
  183     frame-r-004469-4-0252.fits.bz2   148.484497644195    34.3153468810798     
  184     frame-r-004503-3-0106.fits.bz2   206.355447604238    3.80665305103169     
  185     frame-r-004508-5-0111.fits.bz2   128.655639982725    23.5732984280408     
  186     frame-r-004512-4-0050.fits.bz2   204.226602305683    36.2336725950892     
  187     frame-r-004518-4-0073.fits.bz2   137.983494406236    27.8992897738452     
