# Index   ID                               RA                   DEC                    x0           y0           a            b           eps                   pa           mag                  magerr        
  58      frame-r-002822-5-0115.fits.bz2   122.11352540443482   36.83739580524332      1893.6658    792.7844     8.017521     6.749629    0.158140153296761     -83.917656   17.225659883405527   0.0014870911  
  59      frame-r-002830-4-0204.fits.bz2   138.90236845630403   42.15698636603316      452.957      1342.7505    13.574854    8.919694    0.3429252351443338    -51.996662   18.37184598594324    0.0052931383  
  60      frame-r-002830-3-0421.fits.bz2   185.32633111106932   52.20101107629048      1144.2577    1285.563     12.964481    3.3624787   0.7406391586365856    -16.882645   17.62914012398442    0.0028502054  
  61      frame-r-002830-6-0081.fits.bz2   120.61540762047828   30.883814264544494     1882.7971    1230.6919    12.813647    3.9396539   0.6925423417704577    -70.17216    17.898504378960737   0.003335917   
  62      frame-r-002830-2-0362.fits.bz2   171.09081908742272   50.94362633455742      1161.3754    574.2097     7.6806602    3.6865404   0.5200229792746202    -59.57674    17.384924437182868   0.0021986724  
  63      frame-r-002830-4-0069.fits.bz2   119.90300396322505   28.864068462246312     755.9467     473.5579     10.527293    8.200003    0.221072026778394     0.07942456   18.82848847446564    0.0062749097  
  64      frame-r-002830-3-0210.fits.bz2   140.21058303923627   42.28883227378507      277.68024    1116.4554    4.9205275    3.3653927   0.3160504234556153    47.56881     17.123771231070165   0.0022294908  
  65      frame-r-002864-1-0067.fits.bz2   119.56949955207534   27.174784279545072     1570.1799    1327.359     17.296843    10.339672   0.40222201242157307   -58.40721    17.715090945560828   0.0034281872  
  66      frame-r-002864-5-0054.fits.bz2   116.75942673162008   26.776483795865015     438.03854    809.54596    16.443335    10.504963   0.3611415810722095    -16.54777    19.184779276414375   0.010601005   
  67      frame-r-002864-4-0203.fits.bz2   137.0681905263512    41.639271193156105     1929.3654    938.22235    13.401886    2.6415443   0.8028975697898042    31.243948    18.5747540031873     0.0062252153  
  68      frame-r-002864-3-0193.fits.bz2   135.71987446117836   40.346854253220336     1809.9285    122.29238    7.95569      3.8064165   0.5215479109920069    -2.0520196   17.907883027904845   0.0035210971  
  69      frame-r-002883-6-0173.fits.bz2   177.8443685718707    53.4442304385765       1024.0358    226.09248    17.885206    14.120563   0.2104892166184722    9.342291     16.367035305737446   0.0013745954  
  70      frame-r-002883-2-0061.fits.bz2   153.21361809361508   47.29527910921673      570.4991     1052.4257    7.0371103    6.3597617   0.09625379894926478   29.38765     17.958443827676376   0.003563733   
  71      frame-r-002887-6-0283.fits.bz2   151.89489850798742   46.09395431768194      1868.7076    442.3886     9.594977     6.980933    0.2724387979252061    -37.343456   15.341511020137943   3.9198567E-4  
  72      frame-r-002961-4-0058.fits.bz2   122.5182748016779    29.031839911998826     1360.8187    84.67291     17.373123    5.671576    0.6735430929718278    -17.458828   18.424818713481592   0.006119461   
  73      frame-r-002964-5-0132.fits.bz2   144.5160412709024    42.97434004057249      515.6522     1135.0707    15.47909     7.299516    0.5284273171097267    88.995415    15.821284923012005   5.1374006E-4  
  74      frame-r-002964-3-0327.fits.bz2   186.32048135846514   49.95776613117602      1645.6229    1303.5712    11.737866    5.8517094   0.5014673536058429    -40.44771    16.964442848561585   0.0016075909  
  75      frame-r-002964-5-0337.fits.bz2   188.60162332191717   50.58199520222641      123.47475    753.43036    17.145748    10.264325   0.40134866090414956   -58.855927   18.50176679304851    0.0070267343  
  76      frame-r-002964-2-0323.fits.bz2   185.30594415296392   49.474847637897156     1004.60254   832.7714     6.459752     5.8926177   0.08779505776692365   47.927948    16.74896169255964    0.001287067   
  77      frame-r-002964-3-0433.fits.bz2   209.8955129343706    47.14717298850091      1254.5797    551.2001     12.339231    5.952332    0.5176091605708654    -55.851288   18.030787478955833   0.004044287   
  78      frame-r-002986-1-0272.fits.bz2   159.38785974688776   5.628855565678676      1156.6757    619.1473     29.231672    6.1914325   0.7881943769757679    -56.575695   17.76489230112768    0.003397349   
  79      frame-r-002986-3-0192.fits.bz2   147.32515952623427   5.565917921522569      416.5273     571.84717    7.3434386    5.8142424   0.20823980199139946   25.879438    17.300086468683013   0.0022593602  
  80      frame-r-003015-2-0275.fits.bz2   155.40132433003728   6.025894421422954      1210.2378    1305.7657    16.344515    9.332839    0.42899260088170255   61.710133    16.037151432558648   9.659838E-4   
  81      frame-r-003059-4-0159.fits.bz2   186.45596602555347   50.096063129973025     995.0456     873.93823    19.05439     17.5247     0.080280187400384     -52.812714   17.093044995282433   0.0026097274  
  82      frame-r-003103-2-0141.fits.bz2   181.22063742669155   54.23177827874885      1256.4719    1312.0084    16.031693    9.382859    0.41473062140099615   -42.367752   16.237092610106362   0.0015840186  
  83      frame-r-003103-2-0199.fits.bz2   195.91996679055674   53.72325169936117      662.4416     954.581      12.718761    8.434861    0.33681739911615616   -39.919918   16.602870665525806   0.0013068925  
  84      frame-r-003103-2-0201.fits.bz2   196.36502694117465   53.699585195515596     828.8939     630.81226    6.2242813    3.848753    0.3816550354175028    -50.758255   17.41503222821821    0.0025300325  
  85      frame-r-003130-1-0064.fits.bz2   196.5168510807375    53.49526026846629      1042.584     495.65793    8.583739     5.3715606   0.3742166904189421    -61.395298   16.491168249628622   0.0011722229  
  86      frame-r-003130-6-0075.fits.bz2   200.08850470523575   55.233951635272255     1049.7172    1126.4374    13.421997    5.100744    0.6199713053132108    0.5073454    16.09231452465176    0.009255442   
  87      frame-r-003177-4-0117.fits.bz2   225.20092895983763   47.66323827968616      1443.8499    1109.8422    9.558445     3.3276515   0.6518626722233585    22.357092    16.140828968866405   0.0013612489  
  88      frame-r-003177-6-0086.fits.bz2   219.5932742771266    50.6962456109999       1145.3535    692.996      8.891196     7.188727    0.1914780643683932    17.020731    19.215070383210904   0.0101410635  
  89      frame-r-003177-2-0089.fits.bz2   219.1384764915534    49.00968038915397      1577.4708    1337.8976    7.133964     4.660771    0.3466786487848831    82.10843     18.586487305800684   0.0058884965  
  90      frame-r-003180-2-0063.fits.bz2   212.55799703756452   51.1136147032237       879.2946     1150.6195    17.911692    10.890754   0.39197514115361076   67.916245    16.35016088001568    0.001101534   
  91      frame-r-003184-3-0038.fits.bz2   222.944262543381     53.43800230132398      1177.7548    446.5004     5.783202     4.2447143   0.26602696914269985   29.211647    16.39921739025342    0.0015694448  
  92      frame-r-003187-2-0141.fits.bz2   245.98538389710654   36.227591954000104     1201.5735    525.18695    17.965372    7.302648    0.5935153471912522    -37.244637   16.57459059767434    0.0013514938  
  93      frame-r-003187-3-0094.fits.bz2   239.98787693091134   41.477749765643516     401.31375    710.1605     15.614576    10.287472   0.3411622576239022    -16.016127   16.590868936217642   0.0010631274  
  94      frame-r-003187-3-0098.fits.bz2   240.67732202091648   41.19714984759153      1828.3147    425.0507     17.891119    12.255728   0.31498258996544604   -22.100775   17.19557789445673    0.003340228   
  95      frame-r-003187-3-0091.fits.bz2   239.4921963102178    41.792295853654466     155.57582    381.74402    18.246155    11.31932    0.3796325856050221    83.93956     17.73546861055504    0.0038512216  
  96      frame-r-003187-1-0013.fits.bz2   225.9713475415009    48.57609154540356      1910.6685    599.58905    20.36998     5.747788    0.7178304544236176    -36.946106   17.996626873560597   0.0038653717  
  97      frame-r-003187-2-0069.fits.bz2   235.9104343572853    43.82485214099445      1646.6517    215.95735    15.084665    3.0233932   0.7995717372576719    78.14485     18.673206977650576   0.005836741   
  98      frame-r-003225-4-0239.fits.bz2   247.33332562417647   39.428991215156756     1786.0591    633.97986    15.033017    13.587354   0.09616585945455924   -30.587269   16.13560591523628    6.912695E-4   
  99      frame-r-003225-2-0230.fits.bz2   245.2709958374395    39.91731875979027      1338.3243    124.207405   16.456459    13.634089   0.1715053037837605    42.852367    17.609061987247223   0.00328356    
  100     frame-r-003225-2-0251.fits.bz2   247.7904215768568    37.42238759804718      250.3513     403.82968    6.5376463    5.2296987   0.20006398939018766   -25.557669   16.852355753702003   0.0011098462  
  101     frame-r-003225-5-0196.fits.bz2   241.90243130603122   44.44820114790277      867.23773    678.15015    5.9302597    3.0064511   0.4930321348321389    28.259708    17.528027583916497   0.0020067191  
  102     frame-r-003225-4-0114.fits.bz2   227.67432046756477   52.21380341571456      765.1396     1417.4907    6.616231     6.189294    0.06452873244601043   -44.03069    18.845292461613802   0.0073607685  
  103     frame-r-003226-5-0104.fits.bz2   247.8441170358746    39.1678767167232       1127.7916    1378.5977    14.014246    4.464175    0.6814544999424157    -41.34473    15.864635667590786   6.0554536E-4  
  104     frame-r-003358-1-0073.fits.bz2   263.08365293955546   53.546206292316235     945.2143     297.4213     20.760265    3.9002752   0.8121278702367238    -75.2847     18.2803543985659     0.0044985847  
  105     frame-r-003438-2-0137.fits.bz2   50.501347290452486   -0.8071011577835825    368.58536    355.3186     13.117795    1.9863442   0.8485763651589311    70.90628     18.909158831249126   0.0076848157  
  106     frame-r-003513-5-0069.fits.bz2   120.45292699750894   26.146320568919258     1257.7256    241.53069    6.0199647    5.2747073   0.12379763622201967   59.053734    16.90294740568479    0.0012332841  
  107     frame-r-003513-2-0061.fits.bz2   120.40354091628468   24.438918494659493     1391.9335    486.97977    7.9686565    5.0971885   0.3603453104045833    -53.72395    18.789240864986816   0.0067046164  
  108     frame-r-003530-3-0321.fits.bz2   170.58817721635083   46.43045635305223      572.6289     585.22034    10.946256    9.900838    0.09550461820004941   10.595445    15.563160558848995   7.240894E-4   
  109     frame-r-003560-6-0063.fits.bz2   117.80132987274908   22.42282897766697      992.11005    558.8612     14.3794985   9.480499    0.34069334893703007   -67.06881    16.85978368733542    0.0015105566  
  110     frame-r-003560-4-0237.fits.bz2   143.04279089950978   36.827083706603595     1594.6165    1037.181     8.727251     6.8764935   0.21206649149886958   -31.207333   16.797811417125484   0.0011819686  
  111     frame-r-003560-5-0161.fits.bz2   131.01248404181302   31.135559301507506     1341.2983    251.49059    8.626896     5.7186165   0.337117718817985     71.030136    17.14106165840149    0.0017033207  
  112     frame-r-003606-2-0033.fits.bz2   129.19404899746837   28.66555164432244      861.4313     1423.2509    7.7965593    5.9452972   0.23744603597127778   29.21984     16.566690060439086   0.001241533   
  113     frame-r-003635-6-0087.fits.bz2   123.26541406522314   24.558772976523432     497.20453    1355.1208    11.5984335   5.68954     0.5094561692318191    44.419056    18.030252669330196   0.003778884   
  114     frame-r-003635-6-0112.fits.bz2   126.58769161642786   26.70673377793748      381.8198     837.9581     6.3189716    2.8013399   0.5566778777736554    83.00552     17.386839051827618   0.0020685282  
  115     frame-r-003635-4-0070.fits.bz2   121.45542464136336   22.340131924386082     1051.5203    312.60428    6.3042655    5.558654    0.11827095480036487   -61.800133   18.51189849024744    0.0053067734  
  116     frame-r-003644-3-0156.fits.bz2   132.7502192491456    29.181684345849337     1141.2816    234.03967    18.790154    12.158139   0.3529516043349086    25.029007    17.703531544457093   0.0026941695  
  117     frame-r-003644-6-0159.fits.bz2   132.5076070375641    30.465170003188963     575.47266    779.8254     11.608296    8.904474    0.2329215243994467    61.053596    18.239588463054208   0.0055991085  
  118     frame-r-003647-1-0062.fits.bz2   146.7752971041042    34.7568189581153       1396.6439    1096.2411    6.953232     4.892484    0.29637267964020186   72.62633     16.92204418475303    0.0014176127  
  119     frame-r-003650-5-0063.fits.bz2   197.73842307733383   49.85975538038281      1286.0844    1367.2506    12.930282    10.964483   0.15203063630012092   -62.704876   17.366149182682154   0.0019616855  
  120     frame-r-003650-6-0034.fits.bz2   190.9807098778765    50.79244908984275      990.3671     878.8394     11.811521    6.180178    0.4767669633741498    -6.919082    17.4262145843055     0.0026425007  
  121     frame-r-003698-2-0080.fits.bz2   165.91069795538266   45.18019485979034      1508.8749    1303.0283    24.366179    11.721642   0.5189380329184974    44.482754    16.465622024481664   9.337831E-4   
  122     frame-r-003698-5-0110.fits.bz2   171.8979654920455    47.37956901441717      1937.5344    1373.5258    16.65172     15.026128   0.09762306836771217   32.84366     18.002769621008852   0.0036224672  
  123     frame-r-003698-2-0093.fits.bz2   168.48032414038352   45.48840536541402      536.31647    242.0908     7.7587585    2.844108    0.6334325910517772    70.81946     16.507645743057253   0.0011070226  
  124     frame-r-003698-5-0064.fits.bz2   162.05110578590873   45.59527082887864      219.11609    314.88516    10.334572    5.147381    0.5019260594439712    15.958616    16.765872050307507   0.0019298253  
  125     frame-r-003699-4-0156.fits.bz2   213.4953072099435    43.89298902954757      832.45416    340.27417    5.855953     3.8447068   0.34345326883600336   8.182007     17.426438755863416   0.0025506325  
  126     frame-r-003704-5-0060.fits.bz2   139.764739031051     33.39282147362424      709.0851     89.18809     10.272802    6.795833    0.3384635467518988    -22.11323    17.508799400771593   0.0022396063  
  127     frame-r-003704-5-0030.fits.bz2   135.2337044837948    31.14143879248831      310.1533     525.1348     7.556068     5.593783    0.259696577637999     2.8136334    18.234815691268388   0.0046225614  
  128     frame-r-003705-6-0092.fits.bz2   211.4245165485696    55.776936141491625     680.51337    67.001236    6.7783628    3.45035     0.49097590350283404   82.760635    18.141716688376928   0.001838089   
  129     frame-r-003705-6-0097.fits.bz2   212.87550695912574   55.44675959244369      778.5909     1294.6547    8.738244     6.4643188   0.2602267915613251    -54.38065    17.824274136823483   0.0040870234  
  130     frame-r-003705-1-0270.fits.bz2   242.7090807492064    38.70823058570387      1495.5354    1276.5857    7.1123466    4.3101654   0.3939882794800805    -10.852833   17.7643489237568     0.0032952381  
  131     frame-r-003705-6-0129.fits.bz2   220.16041460440027   53.4780643023249       1698.9619    163.40845    5.471606     3.6514785   0.3326495913631209    -59.901577   17.817550559702646   0.002326078   
  132     frame-r-003705-5-0129.fits.bz2   219.82599189606586   53.05928616797703      1304.5358    413.48267    12.13147     3.5042229   0.7111460606175509    16.48065     18.844363030107157   0.007128317   
  133     frame-r-003712-4-0179.fits.bz2   209.07948566682543   55.16777229469287      683.9681     618.5559     13.4529505   5.771899    0.5709566462762202    -83.17814    17.873119409461086   0.007942175   
  134     frame-r-003712-5-0184.fits.bz2   210.5868185145183    55.30942653830142      841.1978     663.777      6.812094     4.086344    0.4001339382574579    30.329632    17.58648379576185    0.0031722109  
  135     frame-r-003716-1-0036.fits.bz2   184.33438075041155   46.63526683771789      1744.403     73.56491     8.567805     5.904592    0.3108395907703315    -44.848263   16.25286255829238    4.4992022E-4  
  136     frame-r-003723-3-0175.fits.bz2   248.73710613053495   25.692670277653654     1414.3513    479.03806    20.883923    13.293215   0.3634713650304112    34.256344    17.313222461468275   0.0022291138  
  137     frame-r-003723-5-0117.fits.bz2   241.69489835756593   31.86717311692054      1043.2089    424.4482     16.320417    5.602491    0.6567188816315171    -73.25538    18.509432532438957   0.0051098713  
  138     frame-r-003813-2-0140.fits.bz2   167.103861697549     43.012924990717124     764.8898     1248.2975    13.553202    8.61458     0.36438783986249157   83.13528     15.421180045758515   8.017921E-4   
  139     frame-r-003813-2-0263.fits.bz2   192.42172850756765   44.29931031661675      1631.991     110.13602    10.145281    6.626702    0.34681927489243525   48.4992      16.972681167221836   0.0018784575  
  140     frame-r-003818-6-0277.fits.bz2   207.65743059265608   43.76410296296723      1721.0162    580.10114    8.102405     6.974004    0.13926741504528584   -17.428577   17.072757697537835   0.0014772424  
  141     frame-r-003838-1-0026.fits.bz2   197.12820171771278   50.64220714056628      468.39105    258.6119     8.79716      5.315797    0.3957371469883463    -4.4338355   16.565320366596392   0.0010861709  
  142     frame-r-003838-1-0017.fits.bz2   195.2327431939555    50.86731272317713      812.65674    1420.079     8.620029     7.3630314   0.14582289688352568   -26.20841    17.21386118050298    0.0020281267  
  143     frame-r-003894-4-0199.fits.bz2   233.67887793535684   8.334065491180803      123.09815    1021.7358    20.695353    4.130719    0.8004035495311436    -71.68804    18.42881351530778    0.0047764108  
  144     frame-r-003900-3-0739.fits.bz2   246.21001951197428   21.61394899515288      966.44794    1017.4088    14.654981    10.6265     0.27488817624533257   -11.790958   17.46458418710427    0.0018128274  
  145     frame-r-003900-3-0737.fits.bz2   245.99852058944583   21.79501081878453      1321.4445    1336.6714    13.889818    10.747004   0.22626747161121907   85.17949     17.534502930599217   0.0018916664  
  146     frame-r-003909-4-0217.fits.bz2   228.097426277945     7.496860430884212      1528.544     1063.591     13.882955    3.4195209   0.7536892614000406    36.22534     17.695027549627326   0.0023291628  
  147     frame-r-003918-5-0404.fits.bz2   256.0077007010828    24.17196510454756      1495.4877    1063.0107    11.313822    7.292462    0.3554377998876065    58.95738     17.035705504953658   0.0016752429  
  148     frame-r-003918-2-0200.fits.bz2   226.96226290194818   43.522662320403406     1344.8683    346.27078    5.241803     3.8552527   0.2645178195365221    6.0571895    17.07925129012438    0.0015457094  
  149     frame-r-003919-4-0235.fits.bz2   239.75272407320477   27.98528952307535      933.6067     1122.3478    13.356871    4.5946474   0.6560087014391319    72.32207     17.95677494851625    0.0029909748  
  150     frame-r-003926-4-0188.fits.bz2   252.30657127631434   23.077692890555465     1700.8876    1214.51      12.962192    8.6079      0.33592250446529404   -34.291737   17.063508223484728   0.0014705268  
  151     frame-r-003926-1-0114.fits.bz2   241.94122952355153   29.336769281818103     1293.8529    776.7273     10.960259    3.0959299   0.7175313192872541    -21.334053   16.57285968299336    8.0118893E-4  
  152     frame-r-003927-4-0019.fits.bz2   230.52296172954698   33.14838412233522      1710.2723    1349.485     18.160835    11.958792   0.34150648910140957   82.59975     16.32186275341508    8.151778E-4   
